#    L    TT             EE             BB             TE             PP             TP             EP          
   198   0.562099E+04   0.677643E+00   0.000000E+00  -0.219794E+02   0.503938E-07   0.132905E-03  -0.479450E-06
   199   0.563658E+04   0.673106E+00   0.000000E+00  -0.208706E+02   0.501272E-07   0.131838E-03  -0.466875E-06
   200   0.565164E+04   0.669160E+00   0.000000E+00  -0.197391E+02   0.498628E-07   0.130779E-03  -0.454232E-06
   201   0.566618E+04   0.665838E+00   0.000000E+00  -0.185848E+02   0.496006E-07   0.129728E-03  -0.441526E-06
   202   0.568019E+04   0.663176E+00   0.000000E+00  -0.174085E+02   0.493404E-07   0.128686E-03  -0.428759E-06
   203   0.569363E+04   0.661211E+00   0.000000E+00  -0.162101E+02   0.490825E-07   0.127653E-03  -0.415936E-06
   204   0.570652E+04   0.659979E+00   0.000000E+00  -0.149901E+02   0.488266E-07   0.126627E-03  -0.403057E-06
   205   0.571883E+04   0.659518E+00   0.000000E+00  -0.137489E+02   0.485728E-07   0.125610E-03  -0.390125E-06
   206   0.573056E+04   0.659863E+00   0.000000E+00  -0.124868E+02   0.483210E-07   0.124600E-03  -0.377144E-06
   207   0.574170E+04   0.661054E+00   0.000000E+00  -0.112040E+02   0.480714E-07   0.123599E-03  -0.364115E-06
   208   0.575223E+04   0.663126E+00   0.000000E+00  -0.990103E+01   0.478237E-07   0.122605E-03  -0.351040E-06
   209   0.576219E+04   0.666116E+00   0.000000E+00  -0.857836E+01   0.475781E-07   0.121620E-03  -0.337923E-06
   210   0.577156E+04   0.670061E+00   0.000000E+00  -0.723645E+01   0.473344E-07   0.120642E-03  -0.324765E-06
   211   0.578035E+04   0.674999E+00   0.000000E+00  -0.587574E+01   0.470928E-07   0.119672E-03  -0.311569E-06
   212   0.578857E+04   0.680966E+00   0.000000E+00  -0.449671E+01   0.468531E-07   0.118709E-03  -0.298338E-06
   213   0.579622E+04   0.687999E+00   0.000000E+00  -0.309983E+01   0.466153E-07   0.117754E-03  -0.285073E-06
   214   0.580331E+04   0.696135E+00   0.000000E+00  -0.168555E+01   0.463795E-07   0.116807E-03  -0.271778E-06
   215   0.580983E+04   0.705406E+00   0.000000E+00  -0.254375E+00   0.461456E-07   0.115867E-03  -0.258454E-06
   216   0.581577E+04   0.715855E+00   0.000000E+00   0.119320E+01   0.459135E-07   0.114934E-03  -0.245105E-06
   217   0.582112E+04   0.727514E+00   0.000000E+00   0.265664E+01   0.456834E-07   0.114009E-03  -0.231732E-06
   218   0.582590E+04   0.740412E+00   0.000000E+00   0.413554E+01   0.454550E-07   0.113091E-03  -0.218338E-06
   219   0.583008E+04   0.754595E+00   0.000000E+00   0.562931E+01   0.452286E-07   0.112180E-03  -0.204926E-06
   220   0.583366E+04   0.770091E+00   0.000000E+00   0.713751E+01   0.450039E-07   0.111276E-03  -0.191497E-06
   221   0.583665E+04   0.786931E+00   0.000000E+00   0.865950E+01   0.447810E-07   0.110379E-03  -0.178055E-06
   222   0.583902E+04   0.805160E+00   0.000000E+00   0.101949E+02   0.445600E-07   0.109490E-03  -0.164601E-06
   223   0.584080E+04   0.824801E+00   0.000000E+00   0.117431E+02   0.443406E-07   0.108607E-03  -0.151139E-06
   224   0.584197E+04   0.845890E+00   0.000000E+00   0.133035E+02   0.441231E-07   0.107731E-03  -0.137670E-06
   225   0.584255E+04   0.868450E+00   0.000000E+00   0.148755E+02   0.439072E-07   0.106861E-03  -0.124197E-06
   226   0.584252E+04   0.892527E+00   0.000000E+00   0.164586E+02   0.436931E-07   0.105999E-03  -0.110723E-06
   227   0.584189E+04   0.918150E+00   0.000000E+00   0.180521E+02   0.434806E-07   0.105142E-03  -0.972491E-07
   228   0.584066E+04   0.945341E+00   0.000000E+00   0.196556E+02   0.432698E-07   0.104293E-03  -0.837788E-07
